text,label
Hasil kemah di IKN ya?? Tega benar mereka sama rakyat ya??? Big data plus bohong big kuasa big rakus...buat rakyat big susah mesti big sabar...bug sabar biar gak du cap radikal...terimakasih karena dzikir yg membersamai kami maka sabar masih didada.,negative
"Jadi gini, IKN itu bukan proyek abal2, butuh dana besar untuk mewujudkannya.
Yg jadi masalahnya cuma satu: Dananya Kagak Ada.
Makanya yang bisa dilalukan baru sebatas seremoni pamer kendi.

Badingkan Saudi yg punya duit, bangun apapun mana pernah pake pamer kendi?.
Tau2 Jadi.",negative
"Apa tidak diajak rembugan?
Tidak dilibatkan dalam proyek IKN?",negative
IKN singkatan opo seh? Ibukota Karbitan?,negative
"Padahal udah dikasih tau dari dulu, pembangunan IKN itu belum perlu karena masih banyak kebutuhan negara yg belum tercukupi.
Eh... Malah ngeyel. Giliran hutang membengkak, investor pada gak mau nanem dana di proyek... Pake alesan ada makelar lah, tnh udh di kavlinglah. RUWET",negative
"Maksudya bisa jadi SOP baru utk mensejahterakan oligarki .. bisa jadi apalagi momentnya pas, mau puasa dan IKN butuh banyak biaya ... ah nggak percuma nyepi di titik nol...",negative
"IKN IKN, urus tuh harga minyak goreng!",negative
"Banjir lagi OTW ke IKN.,...via Balikpapan...",negative
"Yang paling ditakutkan dari mutasi ke IKN baru itu bukan pindah jauh dari keluarga, tapi temen2nya ikut pindah juga gak.",negative
"Dipaksakan bangun ikn dari hutang masalah distribusi migor , solar juga ngak bener ngak cari solusi utk rakyat",negative
"Prilaku bangsa kita cenderung lebih suka becanda ya, Segalah ritual kendi yg jd sorotan publik. fokus soroti dampak lingkungan, ekonomi, pertahanan dll knp jd kendi yg rame, jdinya suara dr istana malah jelasin soal kendi kan bkn IKN.
#Gempa
#jokowi3periode
#Tangkap2AnakJokowi",negative
"Tidak ada makan siang yang gratis, emang kemah semua gratis..?? Siapa yang keluar biaya?? Negara ?? Ngawur..ñegara ga keluar  uang..semua pembiayaan  IKN non APBN..termasuk kemah..terus siapa yang biayai...yang biayai adalah MINYAK GORENG JADI NAIK..",negative
"Lahhhh? 
Lu kudet apa kemaren di IKN masih pada Maskeran

2 hari kemudian parade MotoGP malah Ambyarrrr",negative
Mohon bersabar....demi menambah dana untuk IKN soalnya,negative
Korban minyak goreng. Presiden masuk sibuk ikn dalam ritual model esmka,negative
𝘽... Yg di ikn bloon,negative
Satu lagi Proyek Bisnis IKN...,negative
"Busyeeet dah, harga edan dihari nol IKN",negative
"Kalau tidak bisa menyelenggarakan pemilu, mundur  aja dari jabatan..Gak usah sok Ngurusin Negara... HUt jangan bilang Anggaran Habis utk Biayai IKN...",negative
"Mungkin pas pelajaran IPS pak Ganjar mbolos
IKN tanpa Jateng",negative
"minyak naik terus harganya, ikn jalan terus, makin morat marit aja dah ni negara hhhhh",negative
"Woi bego 
Buat biayain ikn kumpulan satu kalimantan bisa kok.
Setoran nya tiap tahun dari tahun 1975 lebih dari 500T.
Sekarang sudah lebih 40 tahun

Apa perlu gausah disetor ke jakarta biar orang kaya elu mampos??",negative
Alam yg indah akan dirusak dengan pembangunan  IKN,negative
Arab Saudi pasti tidak akan berani investasi IKN. Mereka tau di Indonesia Si Kribo yang kemarin menghina-hina Arab bisa hidup tenteram tanpa di negara ini.,negative
Biar dapet dana buat IKN ya,negative
Setuju banget bang....stop IKN,negative
Seakan2 anda tau dan faham bahwa yg dilakukan di IKN itu ritual dan syirik. Anda lupa seremoni dan makna simbolis nya. Apa anda hadir juga nanti utk membuktikan? Anehnya hanya saaat Jokowi jd presiden saja apapun yg dilakukan banyak menuai pro kontra dan siapa yg mem viralkan.,negative
Iyalah fokusnya ke IKN dan lanjut preriode nya. Manalah ingat dngen janji2 yg di sampikn saat mencari suara rakyat,negative
"Bisa jadi  warga asli di sekitar IKN akan bernasib dg sebahagian besar warga betawi  yg tersingkir dan ""terusir"" dr jakarta...colek 
@PakkatDayak
 ..",negative
"Tapi sdh terlmbat,
Titik nol sdh di tetapkn.
Artinya UU IKN untuk mengawal pembangunan IKN.
Titik nol ibarat,peletakan batu pondasi,mau tdk mau pembgunan hrs jln terus.
Ngeluhnya sdh tak berarti.",negative
Pa Jokowinya lagi urus moto gp dan ikn...jadi gak fokus urus orang radikal..jd lupa pesan bawahannya,negative
"Gurunya yang kurang cerdas 
#IKN_RampasHakRakyat 
#PinokioRajaKlenik",negative
Jangan urusin IKN dah lah Minyak Goreng tuh yg urgent ...,negative
Dia di kota ga ngerasain tanahnya di patok IKN,negative
"Ada yg mau bela warga lokal sekitar IKN? Pamer Mandau gtu! 
@PakkatDayak
 ud denger keluhan warga sekitar IKN ini g? Apa mau bilang itu bukan warga asli?",negative
"Kami tak bgtu butuh ikn baru
Yg kmi butuh saat ini kestabilan harga swmbako pak jokowi",negative
"dengan proses pembentukan UU IKN yang hanya memerlukan waktu 42 (empat puluh dua) hari dan terlihat terburu-buru, sehingga tidak membuka partisipasi publik secara maksimal sangat berpotensi menimbulkan konflik horizontal di lapangan. (3/3)

#MengawalKonstitusi
#salaMKonstitusi",negative
"Hasil menyendiri di hutan IKN ternyata solusinya naikin harga minyak goreng, halah joooon jok.",negative
"Belum ada yg posting open donasi IKN  ya ??
Katanya ada yg gembar gembor mau nyumbang tuh kang aGus",negative
Mau ngontrak az..ribet banget daah ah...ikn..ingin korupsi nambah,negative
Huh cape denger ikn,negative
Krn salah tanah dn air maka IKN terbatalkan scra mistis,negative
"Kalau membangun dgn memaksakan diri di tengah krisis seperti sekarang ini apa lagi membebani APBN atau menambah beban hutang itu namanya
#IKN_RampasHakRakyat",negative
"Rakyat selalu menjadi tumbal demi kepentingan dan ambisi para pejabat negara 

#IKN_RampasHakRakyat",negative
"Bos IKN nya siapa ????
Orang Utan ya",negative
"Datanya Gak Ada. 
Manusia ini kan biasa Bohong.
 
#RitualSyirik 
#IKN_RampasHakRakyat 

Astagfirullah
Na'uzubillahiminzalik",negative
"Presidennya Ganti jg bakalan Mangkrak proyek IKN,
Coba lihat saja nanti.
Makanya ngotot minta perpanjangan Jabatan..",negative
"IKN mmg dibuat atas pesanan china, dmn thn 65 sdh diisuekan oleh komunis utk memindah ibukota kesana.
Jk ini terlaksana, China menang dan Indonesia akan tinggal kenangan. Jd Indochina.
Gagalkan IKN.!

#Tangkap2AnakJokowi 
#Tangkap2AnakJokowi 

Secepatnya.!",negative
"Berapa banyak aset negara di Jakarta yang tiba-tiba tak terpakai karena pada pindah ke IKN? Ratusan? Ribuan?

Di mana posisi aset-aset itu? Di tempat sangat-sangat strategis bukan?",negative
"Bisaan

#IKN_RampasHakRakyat
#PinokioRajaKlenik",negative
KPK Terus Bergerak Bongkar Sindikat Bagi-bagi Lahan di IKN Nusantara. Terus kalau sudah terbongkar kalian mau apa? Berani? Kalau ternyata para pelakunya pihak2 yg bisa menendang kalian? Harun Masiku yg orang biasa saja situ gak mampu aplg para Boss IKN yg duitnya tak berseri?,negative
"Weitz kata sapah susu langsg glek, tetep bae bang kudu diperess dulu ahh

#IKN_RampasHakRakyat
#PinokioRajaKlenik",negative
"Setelah jokowi camping di IKN apakah bahan pokok turun harga dan mudah di jangkau rakyat.... ? 

#PeoplePowerMakzulkanJokowi
#PeoplePowerMakzulkanJokowi",negative
"Betul, Baiknya Hukum Rimba.

#IKN_RampasHakRakyat
#PinokioRajaKlenik",negative
"Abis berkemah di ikn, makan eek",negative
Ngibul aja                                              #IKN_RampasHakRakyat,negative
"China mah ga ngitung rugi y ,Chino mah ngitung untung y buat bisa nguasa wilayah IKN biar tambah luas kekuasaan y di negriku tercinta..",negative
"#IKN_RampasHakRakyat
#PinokioRajaKlenik

Dikira Kabut Kali Yah, Saat Tengah Malam. Padahal Mah Kan Ada Sesuatu Yang Menganukan. Horee! Katepu, Nih Yeh.",negative
"@jokowi
 lagi pamerin Jakarta?  Mau pamerin IKN gagal kemaren",negative
"#IKN_RampasHakRakyat
#PinokioRajaKlenik

Karena Ada Tagar Diatas, Kuntilanak Yang Biasa Tertawa Ngadak Ngadak Ikut Menangis Juga.",negative
"Gak usah urusin IKN, jabar aja dulu benahin.",negative
"proyek IKN seperti Orang Buta Baru Melihat Indahnja Dunia.
..
Lalu Ingin Dikenang,,, Kayak Masa kecil Kurang Bahagia.
.
Jika Negara Dlm Keadaan Ekonomi Kuat,,,ya Boleh2 saja.
.itupun Harus cermat melangkah.
Bisa2 Jadi Castle Tak Berpenghuni.",negative
"Terus kenapa loh maksain bangun IKN kl ndak ada dana, pake tuh otak.",negative
"Cepat atau lambat semua takkan terelakkan.
#IKN_RampasHakRakyat",negative
"Adakah yg menyaksikan keberhasilan ESEMKA dan  TOL LAUT?

Kira2 bgmn nasib IKN?",negative
"Bagi saya gak qda Filosofi apapun, walaupun mewujudkan IKN juga sangat sulit kl hy PNS aja yang pindah, gak sampai 1 jt orang, yg jadi soal warga sipil sediakah pindah ke IKN?",negative
IKN belum jadi Balikpapan kebanjiran..bagaimana kalau sudah jadi Balikpapan dan Samarinda tenggelam,negative
"Tarik mang 
#IKN_RampasHakRalyat",negative
"IKN lanjut yah, Ambil duit dari mana yah? SOFTBANK aja mundur. Maksa amat. Demi ambisi, RAKYAT dibiarkan tercekik. Gua yakin uang proteknya mau dimainkan lagi wkwkwkkw.",negative
Kita semua senang koq bakalan punya ibukota negara yg baru tapi tak perlu juga semua harus dikerjakan serba terburu buru dan jangan sampai #IKN_RampasHakRakyat,negative
Kan yg punya dah dijadiin kepala ikn pa sinarmas kan pa ya ga ya ga ya ga pa? Hehehehe,negative
"Klo gk bisa menstabilkan harga minyak goreng, tunda pembangunan IKN",negative
"Ya klo masalahnya sayang duit, ngapain buru2 bikin IKN,",negative
"Atahan 
Rebusan 
Kulub weeh 
Bapak mimpin sampai IKN beres juga hayuuuk lah 
Kagok edan kita",negative
nanti ikn juga raib di temggelamkan,negative
"Banyak makan duren kali di IKN 
#PeoplePowerMakzulkanJokowi
#PeoplePowerMakzulkanJokowi",negative
"syarat tidak masuk akal, sejak awal. tapi sudah ditunjuk jadi komite pengarah pembangunan IKN. berarti sejak awal, syarat yg tidak masuk akal itu disetujui?",negative
"Ngga di urus..kasian...
Abis IKN hari ini mamdalika",negative
"Dr sejak awal ampe skrg ni, kaya ada awan tebal selimuti proses perealisasian IKN
Investor yang baik, tidak akan berspekulasi, mengenai formal n materil sebuah kebijakan calon partner nya
Kecuali mmg sama-sama sekolam",negative
"Terus IKN kepanpa dipaksakan walaupun masih pandemi jgn bodohi rkyat kecil dong pak,apa semua rkyat dikira bodoh semua mau percaya omongan bpak kagak deh",negative
"Proyek IKN 99% DipastikanBatal.
Kalau Tidak Percaya Kita Lihat Saja Nanti.",negative
"Dasar manusia tamak.. Ga nyambung..ngomongi IKN.. Malah ke yaman..
Dasar ga punya otak. Dungu permanen..",negative
"Hey coba berpikir lebih kritis dan luas
Ikn hanya kepentingan para oligarki pengusaha2 nakal,
Lagian krisis minyak malah seneng2 camping, poto2",negative
"Jangan beli GoTo. 
Softbank pemegang saham terbesar. Sudah ingkar janji mau investasi di ibukota baru IKN nusantara. 
Mau di khianati lagi?
@gojekindonesia",negative
"Ada skema hantu di IKN, makanya para investor gak ada yang mau.",negative
"Gk ush khawatir kosong IKN nya,,akan langsung penuh kok itu IKN,,tpi sm TKA",negative
"Baca UUD Pak , cita2  besar bangsa bukan membangun ikn",negative
Ikn akan jadi kota utangan termahal dalam sejarah bangsa indo.,negative
Si Amies minta ikut camping GAK dikasih krn bawa air COMBERAN ke IKN,negative
Kenapa ritualnya tidak tengahmalam. Kenapa siang² ritual. Kurang mistis dasar gub² gak pernah nonton film horor. Males lihat sinetron IKN. Modelnya jelek² kurang totalitas,negative
Masih sisa banyak buat bangun IKN yang hanya perlu 500 T....opung ga usah capek2 cari investor,negative
Lo pikir ikn sama kayak proyek Hambalang,negative
"Ngomongnya kendi aslinya bejana tembaga
bawa tanah dari 34 provinis eh tanah warga asli dicaplok

balada Ibu Kota Ngutang (IKN)",negative
Bakalan banyak beterbangan mandau di atas langit IKN ga yah ?,negative
"Hahaha ngomong opo, liat omongn sama perbuatan beds khan? Yg d IKN lgi apa sih???",negative
"Halah...paling kecewa karena gak dapet jatah aja. Kecewa, karena yg terpilih ngurus IKN orang jawa & bos pengusaha.",negative
"IKN yang katanya mau ngalahin Jakarta.
Sekarang cuma poto hutan.
didatangi banyak pejabat.
padahal modalnya belum ada.

Bisanya nyuruh Luhut aja.",negative
"Pengalihan isu minyak goreng, ikn, ekonnomi yg gagal meroket?",negative
"Ledek-ledekan ala Anis : Bawa tanah Kampung Aquarium ke Titik Nol IKN.

dibales Jokowi : Bawa Marquez dkk MotoGP atraksi depan Monas 

Kira-kira apa pesan yang mau disampaikan Jokowi ???",negative
Gegara ada yg mundur di kerja IKN,negative
ooo jgn2 mo nunda pemilu untuk dialihkan dananya buat ikn...ohh.ohh ohh..emang klo dilihat yaa pemilunya bebannya  berlipat2 krn ada 3 pemilihan.makanya dananya bengkak.drpd duit buat pemilu mending buat ikn.gitu kali ya pemikirannya?,negative
"silakan nu kelola, tp jgn dijual kyk benar aja nusron, kmrn temenny blg petani sawit nu semua knp ikn dibiarin ... pantes wakil goblok",negative
"""Menjual"" Rasulullah demi IKN ? Innaa Lillaahi, sadar Pak, mumpung roh masih di raga.",negative
#GakHeran dah terindikasi lewat penempatan wakil kepala ikn,negative
investor ikn pada mengundurkan diri... lantas beralasan ikn pekerjaan yg rumit rampung 15-20 thn pdhl tak ada lg yg modali,negative
Lama ya... Sama kayak pembangunan ikn dong 20 thn....,negative
"Emang e bagun IKN ckp dgn 2thn bro sekarang aja dana bt bangun msh di angan"" blm tau dr mana tu dana",negative
akhirna tunduk oge ku permainan oligarki selain omnibus law IKN ayeuna ku CPO eweuh nu wani pro kepentingan rakyat,negative
"Urus satu item kebutuhan hidup rakyat aza gg becus,  mau bangun IKN

Waras???",negative
Makin menambah keyakinan sya bhw IKN akan bernasib sama dgn mobil ghoib,negative
"Bakal mangkrak..tahun2 kita kedepan disibukan bayar bunga hutang yg menggunung, boro2 bangun ikn.",negative
"A1 ini mah,, papi luhut lagi pabeulit,, uangnya mau dikasih ke IKN dulu,, hampura kang..",negative
"Ditunggu pap di IKN sambil pegang tulisan 'Good Luck, Mr Jokowi'",negative
"Ngutang ke mana lagi ya,buat ikN",negative
"Doni cs dan Indra cs capek” ngumpulin harta, ujung-ujungnya buat bangun IKN. wujud nyata membantu pembangunan infrastruktur negara",negative
Dukun IKN yg mengalihkn banjir kok.,negative
Kayanya baru bangun tidur .. bukannya kemarin banyak yg Protes IKN.,negative
Yg jadi ma pertanyaan. Jika di mundurkan siapa yg jadi presiden selama pengunduran itu? Apakah Plt Presiden atau bagaimana? Apakah negeri ini akan caos jika hal itu terjadi..... Mbok ya mikir dikit Napa dgn keadaan masy. Saat ini. Klo bicara ekonomi apa urgensinya IKN dbangun?,negative
"Waktu IKN KENAPA BUKAN MEMBAWA BUDAYA KALIMANTAN, KOK tidak didemo",negative
IKN milik oligarki sahabat planga plongo..,negative
"Saya pikir warga2 penduduk asli disekitar  IKN endingnya akan bernasib sama dg sebahagian besar warga betawi yg tersisih dan ""terusir"" dr jakarta...save t",negative
"mungkin mereka akan membentuk negara Nusantara, jadi negara Nusantara ibukotanya IKN, NKRI ibukotanya DKI Jakarta, begitukah?",negative
"Wkwkwkwkw

Minimal jika ngk jadi IKN nya...
Tanah ngk produktif dan katanya banyak bekas lubang tambang udah laku 

Udah di tambang laku dijual dgn harga tinggi

Asik ngk tuh",negative
"Hehehehe... IKN apa mau bikin bendera sendiri kali yah, simbol nya kendi.",negative
"Udah buruan pindah aja dah sampah masyarakat ke IKN, ekalian bawa buzzerRP yg jadi parasit...Indonesia gak butuh IKN, tapi butuh pemimpin baru yg adil..",negative
"Tadi malam gempa katanya dibandung smpai kerasa di krawang, barusan gempa disukabumi mngkin pertanda menyambut IKN yg disiram air kendi oleh ahlul kendi",negative
"Ya wes cepetan pindah dari Jakarta, biar gw yg di Jakarta.
Klo perlu klean kemah dulu di IKN sambil nunggu rumah baru juga ngga apa2.",negative
"beberapa hari ini memang frekwensi gempa agak banyak
Apa mungkin pengaruh air Kendi IKN",negative
Mesti di IKN yg baru Got nya blm jadi... kalo udh jd mesti beliau blusukan jg ke penghuni Got seperti dulu..,negative
sudah lupa sama minyak goreeng pengen cepat2 bangun IKN keburu habis jabatan,negative
"Sosialisasi pemindahan Ibu Kota Negara (IKN) sejak 2019, rencana pembangunan 2020-2024. Tapi ternyata mundur. Karena itu, pejabat tirani minta kompensasi perpanjang masa jabatan dengan cara menunda pemilu sampai 2027. Skenario pembohongan publik dimainkan di negeri banana.",negative
"Banjir berbulan2 hutan gundul tanah longsor cari makan susah, malah ngotot bela jin buang anak pak Mul dipenjara, kini ribut IKN digusur 11_12",negative
"... Lagu2an bangun IKN,,, subsidi sembako tuuh,,, baru pemerintah top markotop ...",negative
"ya iyalah sewaktu rombongan kendil berada di kawasan iKN, penduduk asli kalimantan kan tidak ada, ntah kemana..mungkin dilarang ikut hadir atau diusir sejauh 10 km",negative
IKN  juga bakal menghilang ya? Yang akan tetap ada air di Akuarium....,negative
Sy kira bukan andrinof pejabat itu taunya emang doi.. liat komunikasinya bs segitunya ya ngebela padahal pake hati nurani aja liat IKN ini,negative
"Merujuk data KNPA, terdapat beberapa masalah fundamental di lokasi IKN, khususnya di Kalimantan Timur secara umum. Itu sekaligus membantah klaim pemerintah, lokasi ibu kota negara lahannya dikuasai negara.",negative
Bgm kalo presiden2 yg akan datang tdk mau melanjutkan program IKN ini ya!!!,negative
Knp si dogolol ke ikn juga ya .. apakah bawa tanqh kuburan juga dia yg dicampur,negative
waduh..bahaya itu mah.bisa2 gk blh msuk IkN rakyat,negative
"Di atas langit msh ada langit lagi, berarti di atas fz msh ada...? A sudahlah 

Bisa jg fz ini sekedar wayang sementara si dalang n his gang lagi anteng dan leyeh2 menikmati semilir sejuknya angin sepoi di lembah nan hijau di IKN Nusantara yg sdg berbenah",negative
"Sudah gak ada lagi yg ""bilang"" ini semua tanah Ulun...yg ada sekarang tanah pengembang IKN.",negative
Itu yang dicari para bedebah IKN untuk mencari keuntungan besar. Tinggal menunggu waktunya untuk diproses hukum di pemerintahan baru 2024.,negative
Proyek PSN yg 200 an jumlahnya aja blom kelar. Bahkan kami warga Bantar Gebang Kota Bekasi yg tanahnya dah dipatok n ukur BPN sejak 2019 sebelum pilpres tuk tol Jakarta Cikampek 2 Selatan smp skg blom jg terima UGK nya.  Ini dah rempong mau bikin IKN.  Beneran duitnya masih ada?,negative
"Warganya mau di usirkah.... ? 
Ingat kampung aquarium. 
#LuhutBiangKerokPerusak 
Tolak IKN",negative
"Kemaren cuma drama, biar kesannya gak tiongkok bgt,dr awal kayaknya emang negeri itu kok sumber pendanaan IKN",negative
"Buat orang kalimantan yg nerima IKN, kenapa sih kalian nerima, apa landasannya??",negative
"Wadas kan sudah ditabrak, tanah di IKN punya warga banyak tuh di tabrak. Lanjutan nya eh nabrak konstitusi.",negative
"Nasib nasib.
IKN bisa seperti esemka",negative
"Nah ini bisa utk bangun IKN, yuk yg bener rampas aset n duitnya koruptor",negative
"Bosen liat selpa selpi Mulu,,",negative
"Arab, jepang dll gak mau berinves di IKN kalo masih rejim sekarang, tambah parah",negative
"Kalau jadi presiden apakah nanti IKN akan didirikan rumah dp 0% untuk warga tak mampu ?.. lalu rakyatnya dimodalin, dikasih usaha, dicarikan pembeli ? Ada oke oce  ? Tidak usah bikin gorong2, air hujan suruh masuk ke tanah ?..",negative
Tenda Quechua Arpenaz made in China... Apa IKN made in China juga nantinya?,negative
Blangsat....ngomong investor......ngurus migor aja TIDAK BECUS....paling IKN SENASIB dgn ESEMKA,negative
Saya jamin IKN gagal total,negative
"Alhamdulillah...tdk ada kata terlambat, akhirnya peduli jg dg Minyak Goreng yg Langka. Tepikan dulu IKN & MotoGP nya ya Pak ???",negative
Jgn smpe deh entar ada aturan warga sipil pindah ke IKN,negative
"Silakan gelud sendiri sama oligarki, yg di Jawa aja babak belur sama oligarki. Apa lagi di Kalimantan.  Ikn itu proyek oligarki. Bukan proyek nasional",negative
Ada politisi dari NTT yang menghina ritual di IKN. NTT sarat dgn mistisisme dan dia sendiri bikin ritual potong kerbau ketika maju jadi cagub NTT kala itu. Dia sedang menghina dirinya sendiri dan masyarakat NTT.,negative
"Proyek IKN, Isi Kendi Nusantara

Titik NOL",negative
"Lah ini ikn udah brlgsung lama, drimna j pak?",negative
"proyek IKN ini sedang berjalan dimasa kepemimpinan pak jokowi, jika pak jokowi gagal untuk periode ke 3 apakah proyek IKN ini masih akan tetap berlangsung meski ada pemimpin negara ya baru...??

cuma nanya aja ini mah..",negative
"Ini negara tergimmick di dunia dan di alam baka.
Apakah ini sbg cerminan betapa basahnya proyek IKN..",negative
Kenapa jd otorita ikn buahaha gagal paham gw..management nya ancur,negative
Yang pasti melegalkan penebangan hutan dg alasan IKN,negative
"Ngeles kayak bajay.

Jk sejak awal persyaratan yg diajukan Softbank tdk masuk akal dan tdk terpenuhi Pemerintah kita, kenapa tdk sejak awal Ind. yg putus?

Kenapa dibilang Softbank masuk sbg investor dan petinggi Softbank diangkat motor pembangunan IKN?

Negcap doang bisinyi.",negative
"Sebagai informasi, di kawasan IKN di Penajam Paser Utara dan Kutai Kartanegara, terdapat 162 konsesi tambang, perkebunan sawit, kehutanan, hingga PLTU batu bara dengan total luas lebih dari 180.000 hektar.",negative
"Dari Ritual Kendi di IKN Nusantara : Janjinya Metaverse, Jadinya Metafisik. Piye to iki.",negative
"Lagi pula secara DNA tidak cocok. Softbank itu DNAnya  perusahaan digital short to middle term, sehingga cocok dgn start up yg mudah berubah, dalam waktu singkat terlihat omsetnya. IKN itu long term business.",negative
"SotBank itu tnyt ada org dalam ya. Mhkn krn resiko besar di IKN mrk mundur.
Yah ngurus negara bagi rejim ini tak lebih dari bisnis semata.",negative
"Ritual kendi keliatan nya gagal cairkan duit 11.000T yg dikantong, mungkin perlu tumbal yg pegang duit itu untuk ditanam dititik nol IKN.",negative
"Sebetulnya acara kendi nusantara itu cara pk jokowi mengukur dukungan para gubernur thd IKN, semakin bagus dan istimewa tanah dan air yg dibawa , artinya semakin besar dukungan dr gubernur tsb atas IKN , simple ... Dan mengena.. Pk jokowi pintar",negative
"Karena IKN baru bs beres 20 tahun maka harus 3 periode kmudian periode lainy buat jabatan saya..
Masa g paham maksud saya sih?",negative
Tolak IKN !!! milik siapa???? masih milik negara Indonesia ????      #LuhutBiangKerokPerusak    #LuhutBiangKerokPerusak,negative
"IKN 
Ih Ko Ngutang.",negative
Apa urusannya PM Ingrris dijadikan Dewan Pengarah pembangunan IKN..? Dananya aja blm ada tp sok2an idenya terlalu berlebihan. Apalagi pembangunan IKN bukan sesuatu yg urgen untk saat ini. Sbnarnya keinginan siapa? Jkw? Luhut? Mak Ega? Apa China?,negative
Apa mereka lagi rundingan mau patungan berapa-berapa buat bantu IKN??,negative
"Mau dijadikan tumbal ritual kendi nusantara....tapi gagal dijadikan tumbal.
Maka IKN akan gagal.....sebab tdk ada tumbalnya ....
Hahaha",negative
"Kasih tau jàgoan kaltim.. Jadi kalau kampung kalian dipatok yah nikmati saja kan jadi IKN.. yg lalu edy mulyadi membela tanah kalian, malah ngamuk dan melaporkan.",negative
Blom apa2 sdh muncul klaim tanah IKN disebut bkn milik negara?.apa bener ya?,negative
Pasti dia2 jg yg punya modal. Knp hrs Terburu buru memaksakan pembangunan IKN smntr kereta cpt JKT- BDG aj blm beres dan utangnya segunung. Trs minyak goreng aj  jg blm teratasi. Jgn smp IKN mangkrak sprt Hambalang,negative
Jadi kesimpulannya adalah Softbank tidak keluar uang buat IKN tapi CEO-nya diangkat Jokowi jadi Komite Pengarah IKN.,negative
Lhah itu wakil IKN dari mana?  bearti welcome unt chino ya? Itu namanya sama  jg boong menghormati leluhur.,negative
Waah bisa tambah 3 - 4 periode lagi nih sampe ikn kelar.,negative
